Date,Province,Total Confirmed Cases,Total Recovered,Total Deaths,Confirmed Cases,Recovered,Deaths
2020/2/8,Anhui,733,59,0,68,12,0
2020/2/8,Fujian,239,24,0,15,4,0
2020/2/8,Guangxi,183,17,0,11,0,0
2020/2/9,Hubei,27100,1480,780,2147,262,81
2020/2/9,Henan,1033,153,6,52,37,2
2020/2/9,Shanghai,293,44,1,7,3,0
2020/2/9,Gansu,79,15,1,0,3,0
2020/2/9,Zhejiang,1075,201,0,27,26,0
2020/2/9,Chongqing,450,50,2,22,11,0
2020/2/9,Hebei,206,34,2,11,4,1
2020/2/9,Hunan,838,186,1,35,30,0
2020/2/9,Sichuan,386,71,1,22,11,0
2020/2/9,Hainan,131,19,3,7,5,1
2020/2/9,Shandong,444,63,1,28,19,1
2020/2/9,Guangdong,1131,141,1,36,29,0
2020/2/9,Jiangxi,740,74,0,42,19,0
2020/2/9,Liaoning,107,12,0,2,4,0
2020/2/9,Jiangsu,468,71,0,29,20,0
2020/2/9,Guizhou,99,7,1,10,0,0
2020/2/9,Xizang,1,0,0,0,0,0
2020/2/9,Qinghai,18,3,0,0,0,0
2020/2/9,Xinjiang,45,0,0,3,0,0
2020/2/9,Guangxi,195,18,1,12,1,1
2020/2/9,Ningxia,45,13,0,0,-2,0
2020/2/9,Neimenggu,54,5,0,2,0,0
2020/2/9,Shaanxi,208,25,0,13,5,0
2020/2/9,Beijing,326,37,2,11,3,0
2020/2/9,Hongkong,29,0,1,3,0,0
2020/2/9,Heilongjiang,307,14,6,12,1,1
2020/2/9,Yunnan,141,18,0,3,1,0
2020/2/9,Jilin,78,12,1,9,8,0
2020/2/9,Shanxi,115,22,0,11,2,0
2020/2/9,Fujian,250,35,0,11,11,0
2020/2/9,Taiwan,18,1,0,1,0,0
2020/2/9,Anhui,779,72,1,46,13,1
2020/2/9,Tianjin,90,4,1,2,0,0
2020/2/10,Chongqing,473,66,2,23,16,0
2020/2/10,Shaanxi,213,30,0,5,5,0
2020/2/10,Hubei,29631,1854,871,2531,374,91
2020/2/10,Guangdong,1159,167,1,28,26,0
2020/2/10,Henan,1073,191,6,40,38,0
2020/2/10,Hunan,879,208,1,41,22,0
2020/2/10,Jiangxi,771,105,1,31,31,1
2020/2/10,Guangxi,210,24,1,15,6,0
2020/2/10,Jiangsu,492,81,0,24,10,0
2020/2/10,Fujian,261,39,0,11,4,0
2020/2/10,Jilin,80,13,1,2,1,0
2020/2/10,Zhejiang,1092,242,0,17,41,0
2020/2/10,Tianjin,95,8,1,5,4,0
2020/2/10,Guizhou,109,10,1,10,3,0
2020/2/10,Liaoning,108,13,0,1,1,0
2020/2/10,Sichuan,405,80,1,19,9,0
2020/2/10,Hainan,138,19,3,7,0,0
2020/2/10,Hebei,218,41,2,12,7,0
2020/2/10,Xizang,1,0,0,0,0,0
2020/2/10,Taiwan,18,1,0,0,0,0
2020/2/10,Qinghai,18,3,0,0,0,0
2020/2/10,Shanxi,119,25,0,4,3,0
2020/2/10,Hongkong,38,0,1,9,0,0
2020/2/10,Ningxia,49,13,0,4,0,0
2020/2/10,Beijing,337,44,2,11,7,0
2020/2/10,Xinjiang,49,0,0,4,0,0
2020/2/10,Shanghai,299,48,1,6,4,0
2020/2/10,Gansu,83,17,2,4,2,1
2020/2/10,Anhui,830,88,3,51,16,2
2020/2/10,Heilongjiang,331,30,7,24,16,1
2020/2/10,Shandong,466,66,1,22,3,0
2020/2/10,Yunnan,149,19,0,8,1,0
2020/2/10,Neimenggu,58,5,0,4,0,0
2020/2/11,Fujian,267,45,0,6,6,0
2020/2/11,Liaoning,111,19,0,3,6,0
2020/2/11,Shanxi,122,30,0,3,5,0
2020/2/11,Hunan,912,247,1,33,39,0
2020/2/11,Zhejiang,1117,270,0,25,28,0
2020/2/11,Guizhou,127,17,1,18,7,0
2020/2/11,Jiangxi,804,128,1,33,23,0
2020/2/11,Shandong,487,80,1,21,14,0
2020/2/11,Guangdong,1177,212,1,18,45,0
2020/2/11,Hubei,31728,2310,974,2097,456,103
2020/2/11,Tianjin,105,10,2,10,2,1
2020/2/11,Hainan,144,20,3,6,1,0
2020/2/11,Gansu,86,24,2,3,7,0
2020/2/11,Guangxi,215,33,1,5,9,0
2020/2/11,Henan,1105,218,7,32,27,1
2020/2/11,Sichuan,417,85,1,12,5,0
2020/2/11,Xizang,1,0,0,0,0,0
2020/2/11,Hebei,239,48,2,21,7,0
2020/2/11,Taiwan,18,1,0,0,0,0
2020/2/11,Neimenggu,58,5,0,0,0,0
2020/2/11,Beijing,342,48,3,5,4,1
2020/2/11,Shaanxi,219,32,0,6,2,0
2020/2/11,Shanghai,303,52,1,4,4,0
2020/2/11,Jilin,81,18,1,1,5,0
2020/2/11,Jiangsu,515,93,0,23,12,0
2020/2/11,Heilongjiang,360,28,8,29,-2,1
2020/2/11,Xinjiang,55,3,0,6,3,0
2020/2/11,Yunnan,153,20,0,4,1,0
2020/2/11,Anhui,860,105,4,30,17,1
2020/2/11,Hongkong,49,0,1,11,0,0
2020/2/11,Ningxia,53,22,0,4,9,0
2020/2/11,Qinghai,18,5,0,0,2,0
2020/2/11,Chongqing,489,72,2,16,6,0
2020/2/12,Guangdong,1219,275,1,42,63,0
2020/2/12,Sichuan,436,92,1,19,7,0
2020/2/12,Hunan,946,304,2,34,57,1
2020/2/12,Liaoning,116,20,1,5,1,1
2020/2/12,Jilin,83,22,1,2,4,0
2020/2/12,Yunnan,154,26,0,1,6,0
2020/2/12,Hubei,33366,2686,1068,1638,376,94
2020/2/12,Jiangsu,543,125,0,28,32,0
2020/2/12,Henan,1135,246,8,30,28,1
2020/2/12,Gansu,86,29,2,0,5,0
2020/2/12,Tianjin,112,11,2,7,1,0
2020/2/12,Guangxi,222,32,1,7,-1,0
2020/2/12,Fujian,272,53,0,5,8,0
2020/2/12,Heilongjiang,378,31,8,18,3,0
2020/2/12,Shandong,497,92,2,10,12,1
2020/2/12,Hebei,251,54,2,12,6,0
2020/2/12,Taiwan,18,1,0,0,0,0
2020/2/12,Shaanxi,225,43,0,6,11,0
2020/2/12,Jiangxi,844,152,1,40,24,0
2020/2/12,Xinjiang,59,3,0,4,0,0
2020/2/12,Beijing,352,56,3,10,8,0
2020/2/12,Xizang,1,1,0,0,1,0
2020/2/12,Shanghai,311,57,1,8,5,0
2020/2/12,Chongqing,509,87,3,20,15,1
2020/2/12,Qinghai,18,9,0,0,4,0
2020/2/12,Guizhou,133,18,1,6,1,0
2020/2/12,Hongkong,50,1,1,1,1,0
2020/2/12,Shanxi,124,33,0,2,3,0
2020/2/12,Anhui,889,127,4,29,22,0
2020/2/12,Zhejiang,1131,321,0,14,51,0
2020/2/12,Ningxia,58,24,0,5,2,0
2020/2/12,Neimenggu,60,6,0,2,1,0
2020/2/12,Hainan,157,27,3,13,7,0
2020/2/13,Beijing,366,69,3,14,13,0
2020/2/13,Jilin,84,24,1,1,2,0
2020/2/13,Sichuan,451,104,1,15,12,0
2020/2/13,Shandong,509,105,2,12,13,0
2020/2/13,Anhui,910,157,5,21,30,1
2020/2/13,Guangdong,1241,314,2,22,39,1
2020/2/13,Chongqing,525,128,3,16,41,0
2020/2/13,Jiangxi,872,170,1,28,18,0
2020/2/13,Hubei,48206,3459,1310,14840,773,242
2020/2/13,Liaoning,117,22,1,1,2,0
2020/2/13,Henan,1169,296,10,34,50,2
2020/2/13,Hongkong,53,1,1,3,0,0
2020/2/13,Xinjiang,63,6,1,4,3,1
2020/2/13,Gansu,90,39,2,4,10,0
2020/2/13,Zhejiang,1145,360,0,14,39,0
2020/2/13,Hunan,968,339,2,22,35,0
2020/2/13,Xizang,1,1,0,0,0,0
2020/2/13,Heilongjiang,395,33,9,17,2,1
2020/2/13,Jiangsu,570,139,0,27,14,0
2020/2/13,Taiwan,18,1,0,0,0,0
2020/2/13,Ningxia,64,24,0,6,0,0
2020/2/13,Qinghai,18,11,0,0,2,0
2020/2/13,Fujian,279,57,0,7,4,0
2020/2/13,Shanxi,126,33,0,2,0,0
2020/2/13,Tianjin,117,21,3,5,10,1
2020/2/13,Neimenggu,61,6,0,1,0,0
2020/2/13,Hainan,157,30,4,0,3,1
2020/2/13,Yunnan,156,27,0,2,1,0
2020/2/13,Shaanxi,229,46,0,4,3,0
2020/2/13,Guangxi,222,33,2,0,1,1
2020/2/13,Hebei,265,68,3,14,14,1
2020/2/13,Shanghai,315,62,1,4,5,0
2020/2/13,Guizhou,135,27,1,2,9,0
2020/2/14,Yunnan,162,36,0,6,9,0
2020/2/14,Hebei,283,87,3,18,19,0
2020/2/14,Fujian,281,63,0,2,6,0
2020/2/14,Sichuan,463,114,1,12,10,0
2020/2/14,Shandong,523,136,2,14,31,0
2020/2/14,Shaanxi,230,54,0,1,8,0
2020/2/14,Guangxi,226,36,2,4,3,0
2020/2/14,Henan,1184,357,11,15,61,1
2020/2/14,Guangdong,1261,362,2,20,48,0
2020/2/14,Heilongjiang,419,47,11,24,14,2
2020/2/14,Zhejiang,1155,403,0,10,43,0
2020/2/14,Tianjin,120,31,3,3,10,0
2020/2/14,Hainan,159,43,4,2,13,0
2020/2/14,Anhui,934,193,6,24,36,1
2020/2/14,Hubei,51986,3900,1318,3780,441,8
2020/2/14,Liaoning,119,29,1,2,7,0
2020/2/14,Hunan,988,364,2,20,25,0
2020/2/14,Jiangsu,593,157,0,23,18,0
2020/2/14,Xizang,1,1,0,0,0,0
2020/2/14,Qinghai,18,11,0,0,0,0
2020/2/14,Gansu,90,39,2,0,0,0
2020/2/14,Jilin,86,25,1,2,1,0
2020/2/14,Xinjiang,65,6,1,2,0,0
2020/2/14,Jiangxi,900,187,1,28,17,0
2020/2/14,Ningxia,67,24,0,3,0,0
2020/2/14,Chongqing,532,139,5,7,11,2
2020/2/14,Neimenggu,65,6,0,4,0,0
2020/2/14,Taiwan,18,2,0,0,1,0
2020/2/14,Shanghai,318,90,1,3,28,0
2020/2/14,Shanxi,126,38,0,0,5,0
2020/2/14,Beijing,372,80,3,6,11,0
2020/2/14,Guizhou,140,28,1,5,1,0
2020/2/14,Hongkong,56,1,1,3,0,0
2020/2/15,Jilin,88,26,1,2,1,0
2020/2/15,Shaanxi,232,60,0,2,6,0
2020/2/15,Anhui,950,221,6,16,28,0
2020/2/15,Henan,1212,391,13,28,34,2
2020/2/15,Hebei,291,101,3,8,14,0
2020/2/15,Fujian,285,71,0,4,8,0
2020/2/15,Guangdong,1294,410,2,33,48,0
2020/2/15,Tianjin,122,37,3,2,6,0
2020/2/15,Neimenggu,68,7,0,3,1,0
2020/2/15,Gansu,90,49,2,0,10,0
2020/2/15,Guizhou,143,41,1,3,13,0
2020/2/15,Hubei,54406,4821,1457,2420,921,139
2020/2/15,Shanghai,326,124,1,8,34,0
2020/2/15,Hunan,1001,425,2,13,61,0
2020/2/15,Chongqing,538,184,5,6,45,0
2020/2/15,Jiangsu,604,186,0,11,29,0
2020/2/15,Zhejiang,1162,428,0,7,25,0
2020/2/15,Heilongjiang,425,68,11,6,21,0
2020/2/15,Taiwan,18,2,0,0,0,0
2020/2/15,Hongkong,56,1,1,0,0,0
2020/2/15,Jiangxi,913,210,1,13,23,0
2020/2/15,Shanxi,127,42,0,1,4,0
2020/2/15,Yunnan,168,42,0,6,6,0
2020/2/15,Guangxi,235,44,2,9,8,0
2020/2/15,Qinghai,18,13,0,0,2,0
2020/2/15,Xizang,1,1,0,0,0,0
2020/2/15,Sichuan,470,119,1,7,5,0
2020/2/15,Xinjiang,70,10,1,5,4,0
2020/2/15,Liaoning,119,31,1,0,2,0
2020/2/15,Beijing,375,98,4,3,18,1
2020/2/15,Hainan,162,39,4,3,-4,0
2020/2/15,Shandong,532,156,2,9,20,0
2020/2/15,Ningxia,70,33,0,3,9,0
2020/2/16,Macau,10,5,0,10,5,0
2020/2/16,Liaoning,121,40,1,2,9,0
2020/2/16,Hainan,162,52,4,0,13,0
2020/2/16,Guangxi,237,49,2,2,5,0
2020/2/16,Fujian,287,82,0,2,11,0
2020/2/16,Shandong,537,173,2,5,17,0
2020/2/16,Guangdong,1316,465,2,22,55,0
2020/2/16,Shanxi,128,49,0,1,7,0
2020/2/16,Hunan,1004,464,3,3,39,1
2020/2/16,Gansu,90,54,2,0,5,0
2020/2/16,Shaanxi,236,71,0,4,11,0
2020/2/16,Heilongjiang,445,79,11,20,11,0
2020/2/16,Henan,1231,440,13,19,49,0
2020/2/16,Hubei,56249,5666,1596,1843,845,139
2020/2/16,Tianjin,124,45,3,2,8,0
2020/2/16,Taiwan,20,2,1,2,0,1
2020/2/16,Hebei,300,105,3,9,4,0
2020/2/16,Sichuan,481,131,3,11,12,2
2020/2/16,Qinghai,18,13,0,0,0,0
2020/2/16,Ningxia,70,33,0,0,0,0
2020/2/16,Hongkong,56,1,1,0,0,0
2020/2/16,Shanghai,328,140,1,2,16,0
2020/2/16,Chongqing,547,187,5,9,3,0
2020/2/16,Xinjiang,71,12,1,1,2,0
2020/2/16,Neimenggu,70,8,0,2,1,0
2020/2/16,Anhui,962,255,6,12,34,0
2020/2/16,Jiangxi,925,240,1,12,30,0
2020/2/16,Jiangsu,617,218,0,13,32,0
2020/2/16,Xizang,1,1,0,0,0,0
2020/2/16,Zhejiang,1167,456,0,5,28,0
2020/2/16,Yunnan,171,42,0,3,0,0
2020/2/16,Hong Kong,57,2,1,57,2,1
2020/2/16,Jilin,89,30,1,1,4,0
2020/2/16,Beijing,380,108,4,5,10,0
2020/2/16,Guizhou,144,46,1,1,5,0
2020/2/17,Guizhou,146,57,1,2,11,0
2020/2/17,Liaoning,121,43,1,0,3,0
2020/2/17,Zhejiang,1171,507,0,4,51,0
2020/2/17,Hong Kong,58,2,1,1,0,0
2020/2/17,Shanxi,129,51,0,1,2,0
2020/2/17,Shaanxi,240,79,0,4,8,0
2020/2/17,Hunan,1006,498,3,2,34,0
2020/2/17,Hebei,301,122,3,1,17,0
2020/2/17,Tianjin,125,46,3,1,1,0
2020/2/17,Guangdong,1322,524,4,6,59,2
2020/2/17,Sichuan,495,156,3,14,25,0
2020/2/17,Chongqing,552,214,5,5,27,0
2020/2/17,Gansu,91,58,2,1,4,0
2020/2/17,Henan,1246,509,16,15,69,3
2020/2/17,Shandong,541,191,2,4,18,0
2020/2/17,Hubei,58182,6693,1696,1933,1027,100
2020/2/17,Taiwan,22,2,1,2,0,0
2020/2/17,Hainan,163,59,4,1,7,0
2020/2/17,Ningxia,70,35,0,0,2,0
2020/2/17,Jilin,89,34,1,0,4,0
2020/2/17,Xizang,1,1,0,0,0,0
2020/2/17,Qinghai,18,13,0,0,0,0
2020/2/17,Macau,10,5,0,0,0,0
2020/2/17,Hongkong,56,1,1,0,0,0
2020/2/17,Jiangxi,930,275,1,5,35,0
2020/2/17,Xinjiang,75,12,1,4,0,0
2020/2/17,Beijing,381,114,4,1,6,0
2020/2/17,Shanghai,332,161,1,4,21,0
2020/2/17,Heilongjiang,457,85,11,12,6,0
2020/2/17,Anhui,973,280,6,11,25,0
2020/2/17,Yunnan,171,47,0,0,5,0
2020/2/17,Guangxi,238,53,2,1,4,0
2020/2/17,Fujian,290,90,0,3,8,0
2020/2/17,Jiangsu,626,258,0,9,40,0
2020/2/17,Neimenggu,72,8,0,2,0,0
2020/2/18,Guizhou,146,66,2,0,9,1
2020/2/18,Guangxi,242,69,2,4,16,0
2020/2/18,Gansu,91,62,2,0,4,0
2020/2/18,Sichuan,508,169,3,13,13,0
2020/2/18,Jiangsu,629,280,0,3,22,0
2020/2/18,Liaoning,121,53,1,0,10,0
2020/2/18,Zhejiang,1172,535,0,1,28,0
2020/2/18,Shanxi,130,60,0,1,9,0
2020/2/18,Hebei,302,136,4,1,14,1
2020/2/18,Hunan,1007,527,4,1,29,1
2020/2/18,Anhui,982,361,6,9,81,0
2020/2/18,Guangdong,1328,565,4,6,41,0
2020/2/18,Tianjin,128,48,3,3,2,0
2020/2/18,Shaanxi,240,89,0,0,10,0
2020/2/18,Henan,1257,522,19,11,13,3
2020/2/18,Hong Kong,62,2,1,4,0,0
2020/2/18,Shandong,543,211,3,2,20,1
2020/2/18,Ningxia,70,42,0,0,7,0
2020/2/18,Heilongjiang,464,111,11,7,26,0
2020/2/18,Hubei,59989,7943,1789,1807,1250,93
2020/2/18,Xizang,1,1,0,0,0,0
2020/2/18,Taiwan,22,2,1,0,0,0
2020/2/18,Macau,10,5,0,0,0,0
2020/2/18,Hongkong,56,1,1,0,0,0
2020/2/18,Xinjiang,76,12,1,1,0,0
2020/2/18,Jiangxi,933,310,1,3,35,0
2020/2/18,Jilin,89,36,1,0,2,0
2020/2/18,Beijing,387,122,4,6,8,0
2020/2/18,Qinghai,18,15,0,0,2,0
2020/2/18,Chongqing,553,235,5,1,21,0
2020/2/18,Yunnan,172,57,0,1,10,0
2020/2/18,Fujian,292,93,0,2,3,0
2020/2/18,Shanghai,333,177,1,1,16,0
2020/2/18,Neimenggu,73,8,0,1,0,0
2020/2/18,Hainan,163,79,4,0,20,0
2020/2/19,Heilongjiang,470,120,12,6,9,1
2020/2/19,Hunan,1008,561,4,1,34,0
2020/2/19,Fujian,293,112,0,1,19,0
2020/2/19,Shandong,544,231,3,1,20,0
2020/2/19,Hong Kong,63,5,2,1,3,1
2020/2/19,Jiangsu,631,318,0,2,38,0
2020/2/19,Henan,1262,573,19,5,51,0
2020/2/19,Gansu,91,65,2,0,3,0
2020/2/19,Shanxi,131,63,0,1,3,0
2020/2/19,Hebei,306,152,4,4,16,0
2020/2/19,Neimenggu,75,10,0,2,2,0
2020/2/19,Sichuan,514,188,3,6,19,0
2020/2/19,Hubei,61682,9336,1921,1693,1393,132
2020/2/19,Anhui,986,413,6,4,52,0
2020/2/19,Tianjin,130,54,3,2,6,0
2020/2/19,Guizhou,146,70,2,0,4,0
2020/2/19,Zhejiang,1174,604,0,2,69,0
2020/2/19,Shaanxi,242,102,0,2,13,0
2020/2/19,Guangdong,1331,606,5,3,41,1
2020/2/19,Macau,10,5,0,0,0,0
2020/2/19,Hongkong,56,1,1,0,0,0
2020/2/19,Chongqing,555,254,5,2,19,0
2020/2/19,Jiangxi,934,362,1,1,52,0
2020/2/19,Ningxia,71,42,0,1,0,0
2020/2/19,Beijing,393,147,4,6,25,0
2020/2/19,Qinghai,18,16,0,0,1,0
2020/2/19,Liaoning,121,55,1,0,2,0
2020/2/19,Yunnan,173,60,1,1,3,1
2020/2/19,Jilin,90,37,1,1,1,0
2020/2/19,Xinjiang,76,20,1,0,8,0
2020/2/19,Taiwan,23,2,1,1,0,0
2020/2/19,Guangxi,244,86,2,2,17,0
2020/2/19,Hainan,163,84,4,0,5,0
2020/2/19,Shanghai,333,186,2,0,9,1
2020/2/19,Xizang,1,1,0,0,0,0
2020/2/20,Zhejiang,1175,633,1,1,29,1
2020/2/20,Anhui,987,474,6,1,61,0
2020/2/20,Hainan,168,86,4,5,2,0
2020/2/20,Hebei,307,169,5,1,17,1
2020/2/20,Hubei,62031,10521,2029,349,1185,108
2020/2/20,Shandong,546,254,4,2,23,1
2020/2/20,Hunan,1010,634,4,2,73,0
2020/2/20,Gansu,91,71,2,0,6,0
2020/2/20,Fujian,293,126,1,0,14,1
2020/2/20,Neimenggu,75,16,0,0,6,0
2020/2/20,Jiangsu,631,356,0,0,38,0
2020/2/20,Tianjin,131,59,3,1,5,0
2020/2/20,Xinjiang,76,22,1,0,2,0
2020/2/20,Henan,1265,637,19,3,64,0
2020/2/20,Sichuan,520,217,3,6,29,0
2020/2/20,Guangdong,1332,642,5,1,36,0
2020/2/20,Shaanxi,245,118,1,3,16,1
2020/2/20,Shanxi,131,73,0,0,10,0
2020/2/20,Heilongjiang,476,136,12,6,16,0
2020/2/20,Hong Kong,67,6,2,4,1,0
2020/2/20,Xizang,1,1,0,0,0,0
2020/2/20,Qinghai,18,16,0,0,0,0
2020/2/20,Hongkong,56,1,1,0,0,0
2020/2/20,Chongqing,560,274,5,5,20,0
2020/2/20,Beijing,395,153,4,2,6,0
2020/2/20,Macau,10,6,0,0,1,0
2020/2/20,Jiangxi,934,433,1,0,71,0
2020/2/20,Ningxia,71,44,0,0,2,0
2020/2/20,Yunnan,173,79,1,0,19,0
2020/2/20,Shanghai,334,199,2,1,13,0
2020/2/20,Liaoning,121,59,1,0,4,0
2020/2/20,Jilin,91,43,1,1,6,0
2020/2/20,Guizhou,146,72,2,0,2,0
2020/2/20,Taiwan,24,2,1,1,0,0
2020/2/20,Guangxi,245,90,2,1,4,0
2020/2/21,Guangdong,1333,690,5,1,48,0
2020/2/21,Shandong,749,281,4,203,27,0
2020/2/21,Zhejiang,1203,679,1,28,46,0
2020/2/21,Shaanxi,245,134,1,0,16,0
2020/2/21,Fujian,293,149,1,0,23,0
2020/2/21,Heilongjiang,479,175,12,3,39,0
2020/2/21,Jiangsu,631,373,0,0,17,0
2020/2/21,Anhui,988,539,6,1,65,0
2020/2/21,Tianjin,132,62,3,1,3,0
2020/2/21,Guizhou,146,77,2,0,5,0
2020/2/21,Hebei,308,184,5,1,15,0
2020/2/21,Sichuan,525,231,3,5,14,0
2020/2/21,Hubei,62662,11881,2144,631,1360,115
2020/2/21,Guangxi,246,97,2,1,7,0
2020/2/21,Hainan,168,95,4,0,9,0
2020/2/21,Ningxia,71,48,0,0,4,0
2020/2/21,Neimenggu,75,17,0,0,1,0
2020/2/21,Taiwan,26,2,1,2,0,0
2020/2/21,Yunnan,174,96,2,1,17,1
2020/2/21,Shanghai,334,211,2,0,12,0
2020/2/21,Qinghai,18,18,0,0,2,0
2020/2/21,Liaoning,121,61,1,0,2,0
2020/2/21,Jiangxi,934,489,1,0,56,0
2020/2/21,Beijing,396,169,4,1,16,0
2020/2/21,Chongqing,567,299,6,7,25,1
2020/2/21,Shanxi,132,76,0,1,3,0
2020/2/21,Hongkong,56,1,1,0,0,0
2020/2/21,Macau,10,6,0,0,0,0
2020/2/21,Xizang,1,1,0,0,0,0
2020/2/21,Henan,1267,736,19,2,99,0
2020/2/21,Jilin,91,45,1,0,2,0
2020/2/21,Hong Kong,68,5,2,1,-1,0
2020/2/21,Xinjiang,76,24,1,0,2,0
2020/2/21,Hunan,1011,661,4,1,27,0
2020/2/21,Gansu,91,76,2,0,5,0
2020/2/22,Taiwan,26,2,1,0,0,0
2020/2/22,Hunan,1013,692,4,2,31,0
2020/2/22,Guangdong,1339,728,5,6,38,0
2020/2/22,Xinjiang,76,25,2,0,1,1
2020/2/22,Heilongjiang,479,204,12,0,29,0
2020/2/22,Zhejiang,1205,719,1,2,40,0
2020/2/22,Tianjin,135,65,3,3,3,0
2020/2/22,Hainan,168,104,4,0,9,0
2020/2/22,Hebei,309,203,6,1,19,1
2020/2/22,Hubei,63454,13690,2250,792,1809,106
2020/2/22,Hong Kong,69,6,2,1,1,0
2020/2/22,Neimenggu,75,23,0,0,6,0
2020/2/22,Fujian,293,162,1,0,13,0
2020/2/22,Henan,1270,830,19,3,94,0
2020/2/22,Xizang,1,1,0,0,0,0
2020/2/22,Sichuan,526,250,3,1,19,0
2020/2/22,Shaanxi,245,149,1,0,15,0
2020/2/22,Jilin,91,52,1,0,7,0
2020/2/22,Shanxi,132,79,0,0,3,0
2020/2/22,Shandong,750,302,4,1,21,0
2020/2/22,Ningxia,71,48,0,0,0,0
2020/2/22,Macau,10,6,0,0,0,0
2020/2/22,Hongkong,56,1,1,0,0,0
2020/2/22,Gansu,91,76,2,0,0,0
2020/2/22,Chongqing,572,316,6,5,17,0
2020/2/22,Guizhou,146,90,2,0,13,0
2020/2/22,Beijing,399,178,4,3,9,0
2020/2/22,Qinghai,18,18,0,0,0,0
2020/2/22,Yunnan,174,107,2,0,11,0
2020/2/22,Guangxi,249,104,2,3,7,0
2020/2/22,Jiangxi,934,555,1,0,66,0
2020/2/22,Shanghai,335,227,3,1,16,1
2020/2/22,Jiangsu,631,401,0,0,28,0
2020/2/22,Anhui,989,597,6,1,58,0
2020/2/22,Liaoning,121,66,1,0,5,0
2020/2/23,Anhui,989,637,6,0,40,0
2020/2/23,Henan,1271,868,19,1,38,0
2020/2/23,Guangdong,1342,755,6,3,27,1
2020/2/23,Shanxi,132,89,0,0,10,0
2020/2/23,Hebei,311,219,6,2,16,0
2020/2/23,Shandong,754,321,4,4,19,0
2020/2/23,Shaanxi,245,163,1,0,14,0
2020/2/23,Tianjin,135,81,3,0,16,0
2020/2/23,Jilin,91,54,1,0,2,0
2020/2/23,Guizhou,146,102,2,0,12,0
2020/2/23,Gansu,91,78,2,0,2,0
2020/2/23,Liaoning,121,73,1,0,7,0
2020/2/23,Heilongjiang,480,222,12,1,18,0
2020/2/23,Xinjiang,76,28,2,0,3,0
2020/2/23,Hubei,64084,15343,2346,630,1653,96
2020/2/23,Jiangxi,934,613,1,0,58,0
2020/2/23,Zhejiang,1205,760,1,0,41,0
2020/2/23,Sichuan,526,261,3,0,11,0
2020/2/23,Xizang,1,1,0,0,0,0
2020/2/23,Qinghai,18,18,0,0,0,0
2020/2/23,Macau,10,6,0,0,0,0
2020/2/23,Ningxia,71,56,0,0,8,0
2020/2/23,Taiwan,28,2,1,2,0,0
2020/2/23,Neimenggu,75,27,0,0,4,0
2020/2/23,Yunnan,174,115,2,0,8,0
2020/2/23,Hainan,168,106,4,0,2,0
2020/2/23,Hunan,1016,714,4,3,22,0
2020/2/23,Hong Kong,74,11,2,5,5,0
2020/2/23,Shanghai,335,249,3,0,22,0
2020/2/23,Fujian,293,170,1,0,8,0
2020/2/23,Guangxi,249,106,2,0,2,0
2020/2/23,Beijing,399,189,4,0,11,0
2020/2/23,Jiangsu,631,418,0,0,17,0
2020/2/23,Chongqing,573,328,6,1,12,0
2020/2/23,Hongkong,56,1,1,0,0,0
2020/2/24,Shandong,755,343,5,1,22,1
2020/2/24,Hubei,64287,16748,2495,203,1405,149
2020/2/24,Hong Kong,79,19,2,5,8,0
2020/2/24,Henan,1271,943,19,0,75,0
2020/2/24,Hebei,311,234,6,0,15,0
2020/2/24,Sichuan,527,276,3,1,15,0
2020/2/24,Hunan,1016,731,4,0,17,0
2020/2/24,Heilongjiang,480,227,12,0,5,0
2020/2/24,Shaanxi,245,173,1,0,10,0
2020/2/24,Jiangsu,631,452,0,0,34,0
2020/2/24,Neimenggu,75,34,0,0,7,0
2020/2/24,Shanxi,132,91,0,0,2,0
2020/2/24,Xinjiang,76,30,2,0,2,0
2020/2/24,Tianjin,135,87,3,0,6,0
2020/2/24,Guangdong,1345,786,6,3,31,0
2020/2/24,Hainan,168,116,5,0,10,1
2020/2/24,Gansu,91,80,2,0,2,0
2020/2/24,Fujian,293,183,1,0,13,0
2020/2/24,Zhejiang,1205,782,1,0,22,0
2020/2/24,Taiwan,30,5,1,2,3,0
2020/2/24,Xizang,1,1,0,0,0,0
2020/2/24,Qinghai,18,18,0,0,0,0
2020/2/24,Macau,10,6,0,0,0,0
2020/2/24,Hongkong,56,1,1,0,0,0
2020/2/24,Chongqing,575,335,6,2,7,0
2020/2/24,Beijing,399,198,4,0,9,0
2020/2/24,Guizhou,146,102,2,0,0,0
2020/2/24,Ningxia,71,58,0,0,2,0
2020/2/24,Liaoning,121,80,1,0,7,0
2020/2/24,Guangxi,251,112,2,2,6,0
2020/2/24,Shanghai,335,261,3,0,12,0
2020/2/24,Jilin,93,60,1,2,6,0
2020/2/24,Yunnan,174,128,2,0,13,0
2020/2/24,Anhui,989,663,6,0,26,0
2020/2/24,Jiangxi,934,645,1,0,32,0
2020/2/25,Shandong,756,355,6,1,12,1
2020/2/25,Fujian,294,199,1,1,16,0
2020/2/25,Guangxi,252,134,2,1,22,0
2020/2/25,Henan,1271,1002,19,0,59,0
2020/2/25,Hebei,311,248,6,0,14,0
2020/2/25,Hainan,168,124,5,0,8,0
2020/2/25,Hunan,1016,768,4,0,37,0
