Fide id,Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag
4164970,"Bykova, Anastasia",RUS,F,1997,WFM,2215,2200,2177,
5000882,"Khadilkar, Rohini",IND,F,1963,WIM,2215,,,wi
3504794,"Linares Napoles, Oleiny",CUB,F,1983,WGM,2215,,2357,
4127609,"Mashinskaya, Iulia",RUS,F,1977,IM,2215,2160,,wi
909807,"Nedeljkovic, Verica",SRB,F,1929,WGM,2215,,,wi
11602252,"Ni, Viktorija",USA,F,1991,WIM,2215,2125,2183,wi
2097478,"Samadashvili, Martha",USA,F,2004,WFM,2215,,,
4122682,"Vlasova, Nataliya",RUS,F,1980,WIM,2215,2020,2032,wi
12400386,"Vo, Hong Phuong",VIE,F,1979,WFM,2215,,,wi
4128168,"Zamanova, Natalija",RUS,F,1968,,2215,,,wi
4176766,"Doroshenko, Diana",RUS,F,1992,WIM,2214,,2084,
1005308,"Lanchava, Tea",NED,F,1974,IM,2214,,,
13601717,"Maisuradze, Nino",FRA,F,1982,WGM,2214,2216,2175,
4136632,"Melnikova, Yana",RUS,F,1984,WGM,2214,,,wi
13500996,"Tetenkina, Irina",SWE,F,1978,WIM,2214,2190,,wi
2022966,"Zenyuk, Iryna",USA,F,1986,CM,2214,,,wi
14118874,"Zubova, Mariya",UKR,F,1992,WFM,2214,2032,2035,
14100754,"Baklanova, Tatiana",UKR,F,1972,WIM,2213,2153,2058,
4603966,"Fischdick, Gisela",GER,F,1955,WGM,2213,,2213,wi
1206435,"Hamdouchi, Adina-Maria",FRA,F,1979,WGM,2213,,2208,wi
13403893,"Ibrahimova, Sabina",AZE,F,1995,WIM,2213,2005,1936,
705128,"Lakos, Nikoletta",HUN,F,1978,WGM,2213,2237,,
8603685,"Shou, Qin",CHN,F,1989,,2213,,,wi
14114917,"Sluzhbina, Anastasiya",UKR,F,1987,WIM,2213,,,wi
8601291,"Yang, Minjie",CHN,F,,,2213,,,wi
12560715,"Zahedifar, Anahita",IRI,F,2003,WFM,2213,1961,2036,
4189639,"Efimova, Olga A.",RUS,F,1985,WFM,2212,,,wi
12571490,"Mahdian, Anousha",IRI,F,2003,WFM,2212,1800,1788,
4108868,"Alekhina, Natalia V",RUS,F,1954,WGM,2211,,,
4402413,"Castrillon Gomez, Melissa",COL,F,1995,WIM,2211,2150,2101,
